_id,Anio_lectivo,Zona,Provincia,Cod_Provincia,Canton,Cod_Canton,Parroquia,Cod_Parroquia,Nombre_Institucion,AMIE,Tipo_Educacion,Sostenimiento,Area,Regimen_Escolar,Jurisdiccion,Docentes_Femenino,Docentes_Masculino,Total_Docentes,Estudiantes_Femenino,Estudiantes_Masculino,Total_Estudiantes,Ecuatoriana,Colombiana,Venezolana,Peruana,Otros_Paises_de_America,Otros_Continentes
6790297c58d39b7843f1fc46,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,EL SAGRARIO,10104,MARIA AUXILIADORA,01H00113,Ordinario,Particular,Urbana,Sierra,Intercultural,42,10,52,887,0,887,871,0,0,0,15,1
6790297c58d39b7843f1fc47,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,EL SAGRARIO,10104,OTTO AROSEMENA GÓMEZ,01H00116,Ordinario,Fiscal,Urbana,Sierra,Intercultural,10,4,14,117,193,310,305,3,0,0,1,1
6790297c58d39b7843f1fc48,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,EL SAGRARIO,10104,CORAZON DE MARIA,01H00117,Ordinario,Particular,Urbana,Sierra,Intercultural,39,28,67,1070,11,1081,1064,1,0,1,14,1
6790297c58d39b7843f1fc49,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,EL SAGRARIO,10104,ESCUELA PAULO VI,01H00118,Ordinario,Particular,Urbana,Sierra,Intercultural,9,1,10,18,60,78,74,3,0,1,0,0
6790297c58d39b7843f1fc4a,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,EL SAGRARIO,10104,SAGRADO CORAZON,01H00119,Ordinario,Particular,Urbana,Sierra,Intercultural,22,3,25,303,46,349,346,0,0,0,3,0
6790297c58d39b7843f1fc4b,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,EL SAGRARIO,10104,JULIO MATOVELLE,01H00120,Ordinario,Particular,Urbana,Sierra,Intercultural,14,17,31,12,484,496,488,0,0,1,6,1
6790297c58d39b7843f1fc4c,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,EL SAGRARIO,10104,MIGUEL ANGEL ESTRELLA AREVALO,01H00121,Ordinario,Fiscal,Urbana,Sierra,Intercultural,14,11,25,0,719,719,710,3,0,0,3,3
6790297c58d39b7843f1fc4d,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,EL SAGRARIO,10104,CIUDAD DE CUENCA,01H00122,Ordinario,Fiscal,Urbana,Sierra,Intercultural,13,8,21,376,15,391,383,2,0,2,4,0
6790297c58d39b7843f1fc4e,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,EL SAGRARIO,10104,COLEGIO PIO XII,01H00124,Ordinario,Particular,Urbana,Sierra,Intercultural,8,8,16,0,150,150,150,0,0,0,0,0
6790297c58d39b7843f1fc4f,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,EL SAGRARIO,10104,CIUDAD DE CUENCA JARDIN,01H00127,Ordinario,Fiscal,Urbana,Sierra,Intercultural,2,0,2,36,22,58,58,0,0,0,0,0
6790297d58d39b7843f22d9f,2009-2010 Inicio,Zona 7,LOJA,11,LOJA,1101,EL SAGRARIO,110101,MIGUEL RIOFRIO  N 1,11H00001,Ordinario,Fiscal,Urbana,Sierra,Intercultural,24,21,45,0,1043,1043,1025,1,0,0,1,16
6790297d58d39b7843f22da0,2009-2010 Inicio,Zona 7,LOJA,11,LOJA,1101,EL SAGRARIO,110101,UNIDAD EDUCATIVA EXPERIMENTAL SUDAMERICANO,11H00002,Ordinario,Particular,Urbana,Sierra,Intercultural,16,6,22,101,140,241,239,0,0,0,0,2
6790297d58d39b7843f22da1,2009-2010 Inicio,Zona 7,LOJA,11,LOJA,1101,EL SAGRARIO,110101,MONS. FRANCISCO VALDIVIEZO ALVARADO,11H00004,Popular Permanente,Fiscal,Urbana,Sierra,Intercultural,13,1,14,174,0,174,174,0,0,0,0,0
6790297d58d39b7843f22da2,2009-2010 Inicio,Zona 7,LOJA,11,LOJA,1101,EL SAGRARIO,110101,SAN JUAN BAUTISTA DE LA SALLE,11H00005,Ordinario,Fiscomisional,Urbana,Sierra,Intercultural,13,12,25,110,214,324,322,0,0,2,0,0
6790297d58d39b7843f22da3,2009-2010 Inicio,Zona 7,LOJA,11,LOJA,1101,EL SAGRARIO,110101,I.S.TECNOLOGICO BEATRIZ CUEVA DE AYORA,11H00007,Ordinario,Fiscal,Urbana,Sierra,Intercultural,99,49,148,2024,0,2024,2022,0,0,1,0,1
6790297d58d39b7843f22da4,2009-2010 Inicio,Zona 7,LOJA,11,LOJA,1101,EL SAGRARIO,110101,UNIDAD EDUCATIVA FISCOMISIONAL  VICENTE ANDA AGUIRRE,11H00008,Ordinario,Fiscomisional,Urbana,Sierra,Intercultural,37,94,131,237,1485,1722,1722,0,0,0,0,0
6790297d58d39b7843f22da5,2009-2010 Inicio,Zona 7,LOJA,11,LOJA,1101,EL SAGRARIO,110101,UNIDAD EDUCATIVA PARTICULAR LA INMACULADA,11H00011,Ordinario,Particular,Urbana,Sierra,Intercultural,55,20,75,1274,0,1274,1266,0,0,0,1,7
6790297d58d39b7843f22da6,2009-2010 Inicio,Zona 7,LOJA,11,LOJA,1101,EL SAGRARIO,110101,JOSE ANTONIO EGUIGUREN  LA SALLE,11H00014,Ordinario,Particular,Urbana,Sierra,Intercultural,38,37,75,394,995,1389,1372,1,0,0,6,10
6790297d58d39b7843f22da7,2009-2010 Inicio,Zona 7,LOJA,11,LOJA,1101,EL SAGRARIO,110101,UNIDAD EDUCATIVA SAN FRANCISCO DE ASIS,11H00015,Ordinario,Fiscomisional,Urbana,Sierra,Intercultural,42,22,64,550,711,1261,1260,0,0,0,0,1
6790297d58d39b7843f22da8,2009-2010 Inicio,Zona 7,LOJA,11,LOJA,1101,EL SAGRARIO,110101,UNIDAD EDUCATIVA LA PORCIUNCULA,11H00016,Ordinario,Particular,Urbana,Sierra,Intercultural,35,13,48,740,0,740,722,3,0,0,2,13
6790297d58d39b7843f22da9,2009-2010 Inicio,Zona 7,LOJA,11,LOJA,1101,EL SAGRARIO,110101,MIGUEL ANGEL SUAREZ ROJAS,11H00017,Ordinario,Particular,Urbana,Sierra,Intercultural,18,5,23,0,468,468,459,0,0,0,0,9
6790297d58d39b7843f22daa,2009-2010 Inicio,Zona 7,LOJA,11,LOJA,1101,EL SAGRARIO,110101,ESCUELA 18 DE NOVIEMBRE,11H00020,Ordinario,Fiscal,Urbana,Sierra,Intercultural,23,1,24,517,12,529,526,0,0,1,0,2
6790297d58d39b7843f22dab,2009-2010 Inicio,Zona 7,LOJA,11,LOJA,1101,EL SAGRARIO,110101,CENTRO DE DESARROLLO INTEGRAL PUNTO DE PARTIDA,11H00025,Ordinario,Particular,Urbana,Sierra,Intercultural,11,0,11,49,62,111,110,0,0,0,1,0
6790297d58d39b7843f22dac,2009-2010 Inicio,Zona 7,LOJA,11,LOJA,1101,EL SAGRARIO,110101,COLEGIO FISCAL MIXTO MANUEL ENRIQUE RENGEL,11H00026,Ordinario,Fiscal,Urbana,Sierra,Intercultural,9,13,22,118,187,305,303,0,0,2,0,0
6790297d58d39b7843f22dad,2009-2010 Inicio,Zona 7,LOJA,11,LOJA,1101,EL SAGRARIO,110101,ROSA GRIMANESA ORTEGA,11H00031,Ordinario,Fiscal,Urbana,Sierra,Intercultural,9,1,10,95,54,149,147,0,0,1,0,1
6790297d58d39b7843f22dae,2009-2010 Inicio,Zona 7,LOJA,11,LOJA,1101,EL SAGRARIO,110101,MIGUEL RIOFRIO N° 2,11H00032,Ordinario,Fiscal,Urbana,Sierra,Intercultural,17,9,26,6,377,383,380,0,0,0,0,3
6790297d58d39b7843f22daf,2009-2010 Inicio,Zona 7,LOJA,11,LOJA,1101,EL SAGRARIO,110101,ESCUELA PARTICULAR VESPERTINA CONFESIONAL LA DOLOROSA,11H00034,Ordinario,Particular,Urbana,Sierra,Intercultural,7,15,22,1,353,354,354,0,0,0,0,0
6790297d58d39b7843f22db0,2009-2010 Inicio,Zona 7,LOJA,11,LOJA,1101,EL SAGRARIO,110101,JOSE MIGUEL GARCIA MORENO,11H00036,Ordinario,Fiscal,Urbana,Sierra,Intercultural,10,0,10,145,123,268,268,0,0,0,0,0
6790297d58d39b7843f22db1,2009-2010 Inicio,Zona 7,LOJA,11,LOJA,1101,EL SAGRARIO,110101,UNIDAD INFANTIL MUNICIPAL CENTRO COMERIAL LOJA,11H00037,Ordinario,Municipal,Urbana,Sierra,Intercultural,11,1,12,47,73,120,120,0,0,0,0,0
6790297d58d39b7843f22db2,2009-2010 Inicio,Zona 7,LOJA,11,LOJA,1101,EL SAGRARIO,110101,CENTRO EDUCATIVO CARPE DIEM,11H00038,Ordinario,Particular,Urbana,Sierra,Intercultural,13,1,14,50,55,105,105,0,0,0,0,0
6790297d58d39b7843f22db3,2009-2010 Inicio,Zona 7,LOJA,11,LOJA,1101,EL SAGRARIO,110101,CENTRO ARTESANAL DOROTEA CARRION,11H00039,Popular Permanente,Fiscal,Urbana,Sierra,Intercultural,8,0,8,44,0,44,44,0,0,0,0,0
6790297d58d39b7843f22db4,2009-2010 Inicio,Zona 7,LOJA,11,LOJA,1101,EL SAGRARIO,110101,DR  JOSE MIGUEL CARRION  MORA,11H00040,Ordinario,Fiscal,Urbana,Sierra,Intercultural,1,0,1,15,15,30,30,0,0,0,0,0
6790297d58d39b7843f22db5,2009-2010 Inicio,Zona 7,LOJA,11,LOJA,1101,EL SAGRARIO,110101,U.E. FISCOMISIONAL A DISTANCIA DE LOJA HNO. ANGEL P.C.,11H00041,Ordinario,Fiscomisional,Urbana,Sierra,Intercultural,44,11,55,792,669,1461,1461,0,0,0,0,0
6790297d58d39b7843f22db6,2009-2010 Inicio,Zona 7,LOJA,11,LOJA,1101,EL SAGRARIO,110101,ANTONIO PENA CELI,11H00043,Ordinario,Particular,Urbana,Sierra,Intercultural,33,4,37,247,257,504,483,0,0,0,10,11
6790297d58d39b7843f22db7,2009-2010 Inicio,Zona 7,LOJA,11,LOJA,1101,EL SAGRARIO,110101,CENTRO DE FORMACION INTEGRAL BILINGUE CARITAS FELICES,11H00044,Ordinario,Particular,Urbana,Sierra,Intercultural,9,2,11,26,27,53,53,0,0,0,0,0
6790297d58d39b7843f22db9,2009-2010 Inicio,Zona 7,LOJA,11,LOJA,1101,EL SAGRARIO,110101,CENTRO DE FORMACION ARTESANAL RAMONA CABRERA,11H00047,Popular Permanente,Fiscal,Urbana,Sierra,Intercultural,10,0,10,105,0,105,105,0,0,0,0,0
6790297d58d39b7843f22dba,2009-2010 Inicio,Zona 7,LOJA,11,LOJA,1101,EL SAGRARIO,110101,CUIDAD DE LOJA,11H00049,Ordinario,Fiscal,Urbana,Sierra,Intercultural,26,4,30,615,0,615,609,0,0,0,3,3
6790297d58d39b7843f22dbb,2009-2010 Inicio,Zona 7,LOJA,11,LOJA,1101,EL SAGRARIO,110101,UNIDAD EDUCATIVA SANTA MARIANA DE JESUS,11H00053,Ordinario,Particular,Urbana,Sierra,Intercultural,54,13,67,1154,0,1154,1147,1,0,0,0,6
6790297d58d39b7843f22dbc,2009-2010 Inicio,Zona 7,LOJA,11,LOJA,1101,EL SAGRARIO,110101,JULIO ORDONEZ ESPINOSA,11H00054,Ordinario,Fiscal,Urbana,Sierra,Intercultural,23,18,41,0,839,839,830,0,0,0,1,8
6790297d58d39b7843f22dbd,2009-2010 Inicio,Zona 7,LOJA,11,LOJA,1101,EL SAGRARIO,110101,ESC. ADOLFO JURADO GONZALEZ,11H00056,Ordinario,Fiscal,Urbana,Sierra,Intercultural,18,5,23,55,313,368,361,1,0,1,1,4
6790297d58d39b7843f22dbe,2009-2010 Inicio,Zona 7,LOJA,11,LOJA,1101,EL SAGRARIO,110101,JOSE ANGEL PALACIO,11H00057,Ordinario,Fiscal,Urbana,Sierra,Intercultural,11,10,21,102,118,220,220,0,0,0,0,0
6790297d58d39b7843f22dbf,2009-2010 Inicio,Zona 7,LOJA,11,LOJA,1101,EL SAGRARIO,110101,JUAN PABLO II,11H00058,Ordinario,Particular,Urbana,Sierra,Intercultural,7,5,12,36,47,83,83,0,0,0,0,0
6790297d58d39b7843f22dc0,2009-2010 Inicio,Zona 7,LOJA,11,LOJA,1101,EL SAGRARIO,110101,INSTITUTO ESPECIAL FISCAL PARA CIEGOS BYRON EGUIGUREN,11H00059,Educación Especial,Fiscal,Urbana,Sierra,Intercultural,8,4,12,16,18,34,34,0,0,0,0,0
6790297d58d39b7843f22dc1,2009-2010 Inicio,Zona 7,LOJA,11,LOJA,1101,EL SAGRARIO,110101,RAINBOW PLAY SCHOOL,11H00060,Ordinario,Particular,Urbana,Sierra,Intercultural,5,1,6,44,61,105,103,1,0,0,0,1
6790297d58d39b7843f22dc2,2009-2010 Inicio,Zona 7,LOJA,11,LOJA,1101,EL SAGRARIO,110101,CENTRO EDUCATIVO PARTICULAR BILINGUE BETEL,11H00065,Ordinario,Particular,Urbana,Sierra,Intercultural,13,0,13,25,33,58,55,0,0,0,1,2
6790297d58d39b7843f22dc3,2009-2010 Inicio,Zona 7,LOJA,11,LOJA,1101,EL SAGRARIO,110101,ORIENTE ECUATORIANO,11H00067,Ordinario,Fiscal,Urbana,Sierra,Intercultural,0,1,1,4,9,13,11,0,0,2,0,0
6790297d58d39b7843f22df0,2009-2010 Inicio,Zona 7,LOJA,11,LOJA,1101,EL SAGRARIO,110101,SIGLO XXI,11H00143,Ordinario,Particular,Urbana,Sierra,Intercultural,10,3,13,47,81,128,127,0,0,0,0,1
6790297d58d39b7843f22e0d,2009-2010 Inicio,Zona 7,LOJA,11,LOJA,1101,EL SAGRARIO,110101,EL TESORO DEL SABER,11H00193,Ordinario,Particular,Urbana,Sierra,Intercultural,10,2,12,33,68,101,101,0,0,0,0,0
6790297d58d39b7843f232f6,2009-2010 Inicio,Zona 7,LOJA,11,LOJA,1101,EL SAGRARIO,110101,INTERNATIONAL SCHOOL HIJOS DEL REY,11H01749,Ordinario,Particular,Urbana,Sierra,Intercultural,5,1,6,5,17,22,22,0,0,0,0,0
6790297d58d39b7843f2332d,2009-2010 Inicio,Zona 7,LOJA,11,LOJA,1101,EL SAGRARIO,110101,MERCEDES DE JESUS MOLINA Y AYALA,11H01839,Ordinario,Particular,Urbana,Sierra,Intercultural,2,0,2,23,0,23,23,0,0,0,0,0
6790297d58d39b7843f2332e,2009-2010 Inicio,Zona 7,LOJA,11,LOJA,1101,EL SAGRARIO,110101,CENTRO EDUCATIVO PARTICULAR BILINGUE DIRIGENTES DEL FUTURO,11H01841,Ordinario,Particular,Urbana,Sierra,Intercultural,13,2,15,52,70,122,119,2,0,1,0,0
6790297d58d39b7843f23338,2009-2010 Inicio,Zona 7,LOJA,11,LOJA,1101,EL SAGRARIO,110101,ANTONIO CLOTARIO MALDONADO MALDONADO,11H01853,Ordinario,Particular,Urbana,Sierra,Intercultural,9,1,10,26,24,50,50,0,0,0,0,0
6790297d58d39b7843f23339,2009-2010 Inicio,Zona 7,LOJA,11,LOJA,1101,EL SAGRARIO,110101,HUMANITOS,11H01855,Ordinario,Particular,Urbana,Sierra,Intercultural,6,0,6,9,10,19,19,0,0,0,0,0
6790297e58d39b7843f26833,2010-2011 Inicio,Zona 6,AZUAY,1,CUENCA,101,EL SAGRARIO,10104,EZEQUIEL CRESPO AMBROSI,01H00102,Ordinario,Fiscal,Urbana,Sierra,Intercultural,16,10,26,5,602,607,604,0,0,1,2,0
6790297e58d39b7843f26834,2010-2011 Inicio,Zona 6,AZUAY,1,CUENCA,101,EL SAGRARIO,10104,13  DE ABRIL,01H00105,Ordinario,Fiscal,Urbana,Sierra,Intercultural,5,1,6,42,61,103,103,0,0,0,0,0
6790297e58d39b7843f26835,2010-2011 Inicio,Zona 6,AZUAY,1,CUENCA,101,EL SAGRARIO,10104,FRANCISCO FEBRES CORDERO,01H00106,Ordinario,Fiscal,Urbana,Sierra,Intercultural,29,48,77,487,1064,1551,1546,1,0,2,2,0
6790297e58d39b7843f26836,2010-2011 Inicio,Zona 6,AZUAY,1,CUENCA,101,EL SAGRARIO,10104,CENTRO DE FORMACION SAN VICENTE DE PAUL,01H00109,Popular Permanente,Particular,Urbana,Sierra,Intercultural,5,0,5,70,0,70,70,0,0,0,0,0
6790297e58d39b7843f26837,2010-2011 Inicio,Zona 6,AZUAY,1,CUENCA,101,EL SAGRARIO,10104,DOLORES J. TORRES,01H00111,Ordinario,Fiscal,Urbana,Sierra,Intercultural,24,2,26,717,0,717,704,2,0,1,9,1
6790297e58d39b7843f26838,2010-2011 Inicio,Zona 6,AZUAY,1,CUENCA,101,EL SAGRARIO,10104,CARLOS CUEVA TAMARIZ,01H00112,Ordinario,Fiscal,Urbana,Sierra,Intercultural,39,30,69,533,660,1193,1187,1,0,0,4,1
6790297e58d39b7843f26839,2010-2011 Inicio,Zona 6,AZUAY,1,CUENCA,101,EL SAGRARIO,10104,OTTO AROSEMENA GÓMEZ,01H00116,Ordinario,Fiscal,Urbana,Sierra,Intercultural,11,4,15,128,176,304,293,8,0,0,1,2
6790297e58d39b7843f2683a,2010-2011 Inicio,Zona 6,AZUAY,1,CUENCA,101,EL SAGRARIO,10104,CORAZON DE MARIA,01H00117,Ordinario,Particular,Urbana,Sierra,Intercultural,39,21,60,1097,23,1120,1108,1,0,1,9,1
6790297e58d39b7843f2683b,2010-2011 Inicio,Zona 6,AZUAY,1,CUENCA,101,EL SAGRARIO,10104,ESCUELA PAULO VI,01H00118,Ordinario,Particular,Urbana,Sierra,Intercultural,6,3,9,25,69,94,92,0,0,1,1,0
6790297e58d39b7843f2683c,2010-2011 Inicio,Zona 6,AZUAY,1,CUENCA,101,EL SAGRARIO,10104,JULIO MATOVELLE,01H00120,Ordinario,Particular,Urbana,Sierra,Intercultural,11,17,28,12,432,444,441,0,0,0,3,0
6790297e58d39b7843f2683d,2010-2011 Inicio,Zona 6,AZUAY,1,CUENCA,101,EL SAGRARIO,10104,MIGUEL ANGEL ESTRELLA AREVALO,01H00121,Ordinario,Fiscal,Urbana,Sierra,Intercultural,15,10,25,0,716,716,708,3,0,0,2,3
6790297e58d39b7843f2683e,2010-2011 Inicio,Zona 6,AZUAY,1,CUENCA,101,EL SAGRARIO,10104,CIUDAD DE CUENCA,01H00122,Ordinario,Fiscal,Urbana,Sierra,Intercultural,15,8,23,357,43,400,395,2,0,1,2,0
6790297e58d39b7843f2683f,2010-2011 Inicio,Zona 6,AZUAY,1,CUENCA,101,EL SAGRARIO,10104,COLEGIO PIO XII,01H00124,Ordinario,Particular,Urbana,Sierra,Intercultural,6,9,15,0,131,131,130,0,0,0,1,0
6790297e58d39b7843f26840,2010-2011 Inicio,Zona 6,AZUAY,1,CUENCA,101,EL SAGRARIO,10104,CIUDAD DE CUENCA JARDIN,01H00127,Ordinario,Fiscal,Urbana,Sierra,Intercultural,2,0,2,26,25,51,51,0,0,0,0,0
6790297e58d39b7843f26be4,2010-2011 Inicio,Zona 6,AZUAY,1,CUENCA,101,EL SAGRARIO,10104,ALICIA LOZA MENESES,01H01650,Ordinario,Particular,Urbana,Sierra,Intercultural,13,7,20,206,109,315,309,4,0,0,1,1
6790297e58d39b7843f26be7,2010-2011 Inicio,Zona 6,AZUAY,1,CUENCA,101,EL SAGRARIO,10104,UNION GREMIAL DE SASTRES,01H01654,Popular Permanente,Particular,Urbana,Sierra,Intercultural,4,2,6,19,2,21,21,0,0,0,0,0
6790297e58d39b7843f26bf2,2010-2011 Inicio,Zona 6,AZUAY,1,CUENCA,101,EL SAGRARIO,10104,9 DE OCTUBRE,01H01669,Ordinario,Municipal,Urbana,Sierra,Intercultural,2,0,2,9,15,24,22,0,0,2,0,0
6790297e58d39b7843f29890,2010-2011 Inicio,Zona 7,LOJA,11,LOJA,1101,EL SAGRARIO,110101,MIGUEL RIOFRIO  N 1,11H00001,Ordinario,Fiscal,Urbana,Sierra,Intercultural,28,18,46,11,1064,1075,1060,1,0,0,0,14
6790297e58d39b7843f29891,2010-2011 Inicio,Zona 7,LOJA,11,LOJA,1101,EL SAGRARIO,110101,UNIDAD EDUCATIVA EXPERIMENTAL SUDAMERICANO,11H00002,Ordinario,Particular,Urbana,Sierra,Intercultural,18,4,22,83,148,231,228,0,0,1,1,1
6790297e58d39b7843f29892,2010-2011 Inicio,Zona 7,LOJA,11,LOJA,1101,EL SAGRARIO,110101,MONS. FRANCISCO VALDIVIEZO ALVARADO,11H00004,Popular Permanente,Fiscal,Urbana,Sierra,Intercultural,11,1,12,188,0,188,188,0,0,0,0,0
6790297e58d39b7843f29893,2010-2011 Inicio,Zona 7,LOJA,11,LOJA,1101,EL SAGRARIO,110101,SAN JUAN BAUTISTA DE LA SALLE,11H00005,Ordinario,Fiscomisional,Urbana,Sierra,Intercultural,14,10,24,101,190,291,291,0,0,0,0,0
6790297e58d39b7843f29894,2010-2011 Inicio,Zona 7,LOJA,11,LOJA,1101,EL SAGRARIO,110101,I.S.TECNOLOGICO BEATRIZ CUEVA DE AYORA,11H00007,Ordinario,Fiscal,Urbana,Sierra,Intercultural,104,48,152,2057,0,2057,2054,2,0,0,0,1
6790297e58d39b7843f29895,2010-2011 Inicio,Zona 7,LOJA,11,LOJA,1101,EL SAGRARIO,110101,UNIDAD EDUCATIVA FISCOMISIONAL  VICENTE ANDA AGUIRRE,11H00008,Ordinario,Fiscomisional,Urbana,Sierra,Intercultural,36,90,126,227,1414,1641,1640,0,0,0,0,1
6790297e58d39b7843f29896,2010-2011 Inicio,Zona 7,LOJA,11,LOJA,1101,EL SAGRARIO,110101,UNIDAD EDUCATIVA PARTICULAR LA INMACULADA,11H00011,Ordinario,Particular,Urbana,Sierra,Intercultural,67,17,84,1421,22,1443,1433,0,0,0,1,9
6790297e58d39b7843f29897,2010-2011 Inicio,Zona 7,LOJA,11,LOJA,1101,EL SAGRARIO,110101,JOSE ANTONIO EGUIGUREN  LA SALLE,11H00014,Ordinario,Particular,Urbana,Sierra,Intercultural,38,33,71,390,969,1359,1335,1,0,0,12,11
6790297e58d39b7843f29898,2010-2011 Inicio,Zona 7,LOJA,11,LOJA,1101,EL SAGRARIO,110101,UNIDAD EDUCATIVA SAN FRANCISCO DE ASIS,11H00015,Ordinario,Fiscomisional,Urbana,Sierra,Intercultural,51,26,77,510,771,1281,1278,0,0,0,0,3
6790297e58d39b7843f29899,2010-2011 Inicio,Zona 7,LOJA,11,LOJA,1101,EL SAGRARIO,110101,UNIDAD EDUCATIVA LA PORCIUNCULA,11H00016,Ordinario,Particular,Urbana,Sierra,Intercultural,33,12,45,735,30,765,739,2,0,0,1,23
6790297e58d39b7843f2989a,2010-2011 Inicio,Zona 7,LOJA,11,LOJA,1101,EL SAGRARIO,110101,MIGUEL ANGEL SUAREZ ROJAS,11H00017,Ordinario,Particular,Urbana,Sierra,Intercultural,16,5,21,0,474,474,460,0,0,0,0,14
6790297e58d39b7843f2989b,2010-2011 Inicio,Zona 7,LOJA,11,LOJA,1101,EL SAGRARIO,110101,ESCUELA 18 DE NOVIEMBRE,11H00020,Ordinario,Fiscal,Urbana,Sierra,Intercultural,23,1,24,485,9,494,492,0,0,2,0,0
6790297e58d39b7843f2989c,2010-2011 Inicio,Zona 7,LOJA,11,LOJA,1101,EL SAGRARIO,110101,CENTRO DE DESARROLLO INTEGRAL PUNTO DE PARTIDA,11H00025,Ordinario,Particular,Urbana,Sierra,Intercultural,13,4,17,38,58,96,95,0,0,0,1,0
6790297e58d39b7843f2989d,2010-2011 Inicio,Zona 7,LOJA,11,LOJA,1101,EL SAGRARIO,110101,COLEGIO FISCAL MIXTO MANUEL ENRIQUE RENGEL,11H00026,Ordinario,Fiscal,Urbana,Sierra,Intercultural,9,13,22,109,183,292,291,0,0,1,0,0
6790297e58d39b7843f2989e,2010-2011 Inicio,Zona 7,LOJA,11,LOJA,1101,EL SAGRARIO,110101,ROSA GRIMANESA ORTEGA,11H00031,Ordinario,Fiscal,Urbana,Sierra,Intercultural,10,2,12,86,46,132,129,0,0,1,0,2
6790297e58d39b7843f2989f,2010-2011 Inicio,Zona 7,LOJA,11,LOJA,1101,EL SAGRARIO,110101,MIGUEL RIOFRIO N° 2,11H00032,Ordinario,Fiscal,Urbana,Sierra,Intercultural,17,10,27,43,390,433,423,1,0,0,0,9
